SKU,Description,Style/Color,Vendor,Vendor Description,OnHand Qty,OnHand Curr Cost,OnHand Value,OnHand Weeks,MTD Qty,MTD Sales,MTD Markdowns,MTD MD Pct,MTD Profit,MTD GP Pct,MTD Turns,MTD ROI Pct,MTD Sell Thru,Age_FirstRec,Age_LastRec,Comment
8900BK         ,PantyUsfNyloANGEL U ,NYLO/NEGR ,JOIA,JOIA TRADING,2,66.14,132.28,0,0,0,0,0,0,0,0,0,0,1893,139,
8934CRM        ,VestCarClMmKLAXO U  ,ALGD/CREM ,KLAX,KLAXONS,10,410.09,"4,100.90",0,0,0,0,0,0,0,0,0,0,146,63,
91065NVBN      ,VestCacClM34CATWA U ,POLY/DISE ,CATW,CATWALK,1,304.26,304.26,0,0,0,0,0,0,0,0,0,0,147,87,
95921TPWN      ,VestCrFjaSmHAVE U   ,POLY/WINE ,MUST,MUST HAVE,2,264.57,529.14,0,0,0,0,0,0,0,0,0,0,145,84,
99925BK        ,BraziUsfNyloLACY U  ,NYLO/NEGR ,UNIO,UNION HOSIER,2,48.51,97.02,0,0,0,0,0,0,0,0,0,0,143,140,
99925RD        ,BraziUsfNyloLACY U  ,NYLO/ROJO ,UNIO,UNION HOSIER,8,48.51,388.08,0,0,0,0,0,0,0,0,0,0,143,140,
B1024RY        ,BlusClCasMmSKYPL U  ,POLY/ROYA ,SKYP,SKY PLUS,1,211.66,211.66,0,0,0,0,0,0,0,0,0,0,145,91,
B1586WHBK      ,BlusClCasMcSKYPL U  ,POLY/BLAN ,SKYP,SKY PLUS,1,211.66,211.66,0,0,0,0,0,0,0,0,0,0,145,103,
BR1047WBK      ,BraziUsfPolyMAMIA U ,POLY/NEGR ,UNIO,UNION HOSIER,14,40.79,571.06,0,0,0,0,0,0,0,0,0,0,143,63,
BR4043N1KH     ,BraziUsfPolyMAMIA U ,POLY/KAKI ,KORU,KORUS SALES,11,41.89,460.79,0,0,0,0,0,0,0,0,0,0,144,56,
BT5892BK       ,BlusClCasMcPAPER U  ,POLY/NEGR ,XPAM,PAPERMOON,1,231.5,231.5,0,0,0,0,0,0,0,0,0,0,147,85,
BT5892WN       ,BlusClCasMcPAPER U  ,POLY/VINO ,XPAM,PAPERMOON,3,231.5,694.5,0,0,0,0,0,0,0,0,0,0,147,85,
C2125          ,JeanCiTuBoPdeCESTT U,ALGD/ROTO ,CEST,C EST TOI,14,257.91,"3,610.74",0,0,0,0,0,0,0,0,0,0,149,9,
C43371GTRY     ,JumpCvFajSmCHOCO U  ,POLY/ROYA ,CHOC,CHOCOLATE,6,244.73,"1,468.38",0,0,0,0,0,0,0,0,0,0,146,34,
C4915BKWH      ,BlusClcasMmCHOCO U  ,RAYO/FLOR ,CHOC,CHOCOLATE,0,185.2,0,0,0,0,0,0,0,0,0,0,0,146,76,
CH590GD        ,FajaCadeHebMetaI U  ,META/DORA ,JOIA,JOIA TRADING,12,105.83,"1,269.96",0,0,0,0,0,0,0,0,0,0,144,139,
CSD260DOG      ,VestCalClSmCLARA U  ,POLY/ANAR ,CLAR,Clara Story,2,515.92,"1,031.84",0,0,0,0,0,0,0,0,0,0,145,54,
CSD3421MT      ,VestCacClSmCLARA U  ,ALGD/MULT ,CLAR,Clara Story,1,436.55,436.55,0,0,0,0,0,0,0,0,0,0,145,138,
CST243IV       ,BlusClCasMmCLARA U  ,POLY/IVOR ,CLAR,Clara Story,2,264.57,529.14,0,0,0,0,0,0,0,0,0,0,145,144,
D10821JD       ,VestCarZipSmNIKIB U ,POLY/JADE ,NIKI,NIKIBIKI,2,211.66,423.32,0,0,0,0,0,0,0,0,0,0,146,110,
D20257BKWH     ,FaldCarPdePOTTE U   ,RAYO/GEOM ,XPOT,POTTERS POT,-1,337.33,-337.33,0,0,0,0,0,0,0,0,0,0,145,78,
D30026CRM      ,VestCacClFajSmDIVA U,ALGD/CREMA,DIVA,DIVA USA,4,317.49,"1,269.96",0,0,0,0,0,0,0,0,0,0,146,42,
D5440PTBKPK    ,VestCacClMmDRESS U  ,RAYO/FRAN ,DRES,DRESS CODE,1,300.99,300.99,0,0,0,0,0,0,0,0,0,0,147,63,
D5549RD        ,VestCarClM34DRESS U ,POLY/ROJO ,DRES,DRESS CODE,-2,312.57,-625.14,0,0,0,0,0,0,0,0,0,0,146,79,
D5577WHBK      ,VestCarClSmDRESS U  ,POLY/PELO ,DRES,DRESS CODE,1,289.42,289.42,0,0,0,0,0,0,0,0,0,0,146,85,
D70971IV       ,BlusClCasMcPOTTE U  ,RAYO/IVOR ,XPOT,POTTERS POT,2,284.42,568.84,0,0,0,0,0,0,0,0,0,0,145,80,
D70971RD       ,BlusClCasMcPOTTE U  ,RAYO/RED  ,XPOT,POTTERS POT,2,284.42,568.84,0,0,0,0,0,0,0,0,0,0,145,73,
D9298CLWH      ,VestForFjaSmCELIN U ,POLY/PELO ,CELI,CELINE BY,1,304.85,304.85,0,0,0,0,0,0,0,0,0,0,212,76,
D9298RDWH      ,VestForCvMmKLAXO U  ,POLY/RAYA ,KLAX,KLAXONS,1,337.33,337.33,0,0,0,0,0,0,0,0,0,0,146,120,
D9465WHMNT     ,VestCacClMmCELIN U  ,POLY/FLOR ,KLAX,KLAXONS,1,363.79,363.79,0,0,0,0,0,0,0,0,0,0,146,54,
D9652BLKIV     ,VestCarFjaMmKARAG U ,POLY/ARAB ,KARA,KARA GIRL,1,347.3,347.3,0,0,0,0,0,0,0,0,0,0,147,106,
D9661BLJD      ,VestCarFjaMmKARAG U ,POLY/ARAB ,KARA,KARA GIRL,11,370.45,"4,074.95",0,0,0,0,0,0,0,0,0,0,147,66,
D9682WHBKRD    ,VestCarFjaSmKARAG U ,ALGD/FLOR ,KARA,KARA GIRL,9,370.45,"3,334.05",0,0,0,0,0,0,0,0,0,0,147,40,
D9684BKBE      ,VestCarFjaSmKARAG U ,POLY/ARAB ,KARA,KARA GIRL,1,335.72,335.72,0,0,0,0,0,0,0,0,0,0,147,89,
D9707NV        ,VestCarFjaMmKARAG U ,RAYO/AZUL ,KARA,KARA GIRL,12,370.45,"4,445.40",0,0,0,0,0,0,0,0,0,0,147,50,
D9707RD        ,VestCarFjaMmKARAG U ,RAYO/ROJO ,KARA,KARA GIRL,11,370.45,"4,074.95",0,0,0,0,0,0,0,0,0,0,147,59,
D9711BKLGN     ,VestCarFjaMcKARAG U ,POLY/FLOR ,KARA,KARA GIRL,12,358.88,"4,306.56",0,0,0,0,0,0,0,0,0,0,147,91,
D9714RD        ,VestCarFjaMmKARAG U ,POLY/ROJO ,KARA,KARA GIRL,13,370.45,"4,815.85",0,0,0,0,0,0,0,0,0,0,147,25,
D9748NV        ,VestCarFjaMmKARAG U ,POLY/WINE ,KARA,KARA GIRL,5,335.72,"1,678.60",0,0,0,0,0,0,0,0,0,0,147,42,
D9758MGBK      ,VestCvFjaM3/4KARAG U,POLY/DISE ,KARA,KARA GIRL,13,335.72,"4,364.36",0,0,0,0,0,0,0,0,0,0,147,25,
D9758RYBK      ,VestCvFjaM3/4KARAG U,POLY/DISE ,KARA,KARA GIRL,8,335.72,"2,685.76",0,0,0,0,0,0,0,0,0,0,147,49,
DBP50206DBL    ,JeanCaTuPdeDENIM U  ,ALGD/PREL ,DENM,DENIM BLVD,1,330.72,330.72,0,0,0,0,0,0,0,0,0,0,147,145,
DV1063WH       ,ChaqCvUsfM34DVDN U  ,ALGD/BLAN ,DVDN,DV DN CLOTHI,22,219.96,"4,839.12",0,0,0,0,0,0,0,0,0,0,278,63,
DV1063XBK      ,ChaqCvUsfMcDVDN U   ,RAYO/NEGR ,DVDN,DV DN CLOTHI,5,243.11,"1,215.55",0,0,0,0,0,0,0,0,0,0,146,57,
DV1095MZ       ,ChaqCvUsfM34DVDN U  ,ALGD/MOST ,DVDN,DV DN CLOTHI,1,272.05,272.05,0,0,0,0,0,0,0,0,0,0,146,85,
DV1105RY       ,ChaqCvUsfMlDVDN U   ,ALGD/ROYA ,DVDN,DV DN CLOTHI,1,237.32,237.32,0,0,0,0,0,0,0,0,0,0,146,82,
E290910RDYL    ,BlusCvCasM34EVENT U ,POLY/CUAD ,EVEN,EVENT,2,238.12,476.24,0,0,0,0,0,0,0,0,0,0,147,109,
EX007BN        ,BoxeUsfNyloMOPAS U  ,NYLO/CAFE ,UNIO,UNION HOSIER,8,37.48,299.84,0,0,0,0,0,0,0,0,0,0,143,140,
FB490097NV     ,BlusClCasM34DESSE U ,POLY/FLOR ,KATE,KATE COLLECT,3,191.82,575.46,0,0,0,0,0,0,0,0,0,0,145,57,
GK925BK        ,FaldRodFaPdeCESTT U ,NYLO/BORD ,CEST,C EST TOI,1,160.32,160.32,0,0,0,0,0,0,0,0,0,0,149,54,
GK925CL        ,FaldRodFaPdeCESTT U ,NYLO/BORD ,CEST,C EST TOI,1,160.32,160.32,0,0,0,0,0,0,0,0,0,0,149,126,
GK925CRM       ,FaldRodFaPdeCESTT U ,NYLO/BORD ,CEST,C EST TOI,-1,160.32,-160.32,0,0,0,0,0,0,0,0,0,0,149,69,
GT2461NV       ,BlusCcaBotMlTIMIN U ,ALGD/AZUL ,TIMI,THE TIMING ,9,257.96,"2,321.64",0,0,0,0,0,0,0,0,0,0,143,37,
GT890BK        ,BlusClCasM34CESTT U ,RAYO/NEGR ,CEST,C EST TOI,4,180.37,721.48,0,0,0,0,0,0,0,0,0,0,149,25,
GT890WN        ,BlusClCasM34CESTT U ,RAYO/WINE ,CEST,C EST TOI,1,180.37,180.37,0,0,0,0,0,0,0,0,0,0,149,85,
HD5108WHBK     ,VestCacClSMCHOCO U  ,POLY/RAYA ,CHOC,CHOCOLATE,1,317.49,317.49,0,0,0,0,0,0,0,0,0,0,146,122,
HD5174BKBE     ,VestFicClSmCHOCO U  ,NYLO/ENCA ,CHOC,CHOCOLATE,8,330.72,"2,645.76",0,0,0,0,0,0,0,0,0,0,146,44,
HNK3869GD      ,CollaLetrMetaFASHI U,META/DORA ,JOIA,JOIA TRADING,17,13.23,224.91,0,0,0,0,0,0,0,0,0,0,144,139,
HS7033BK       ,FaldCacUsfVisCHOCO U,VISC/NEGR ,CHOC,CHOCOLATE,2,185.2,370.4,0,0,0,0,0,0,0,0,0,0,279,79,
HT3225BKWH     ,BlusClcasM34CHOCO U ,POLY/RAYA ,CHOC,CHOCOLATE,1,119.06,119.06,0,0,0,0,0,0,0,0,0,0,436,82,temp orig R
ID1670BK       ,VestCacFloClSmIRIS U,ALGD/FLOR ,IRIS,IRIS,1,238.12,238.12,0,0,0,0,0,0,0,0,0,0,147,88,
IP6281SDBKJD   ,JumpCortCvM34IRIS U ,RAYO/GEOM ,IRIS,IRIS,1,224.89,224.89,0,0,0,0,0,0,0,0,0,0,147,139,
IT6285A9MNTPK  ,BlusCcaBotMlIRIS U  ,RAYO/FLOR ,IRIS,IRIS,4,171.97,687.88,0,0,0,0,0,0,0,0,0,0,147,76,
IT6301321BKGY  ,BlusCcaBotMlIRIS U  ,RAYO/FLOR ,IRIS,IRIS,1,152.13,152.13,0,0,0,0,0,0,0,0,0,0,147,79,
J1166BG        ,ChaqCvCasMlIJOAH U  ,POLY/VINO ,IJOA,I JOAH,3,357.18,"1,071.54",0,0,0,0,0,0,0,0,0,0,146,76,
J1402WH        ,BlezeCasUsfMlACTIV U,POLY/BLAN ,ACTI,ACTIVE USA,2,257.96,515.92,0,0,0,0,0,0,0,0,0,0,148,25,
J9370NV        ,JackCvBroMlKARAG U  ,POLY/AZUL ,KARA,KARA GIRL,1,334.73,334.73,0,0,0,0,0,0,0,0,0,0,412,123,
JBT032GGD      ,FajaCadeMetaFASHI U ,META/DORA ,JOIA,JOIA TRADING,5,105.83,529.15,0,0,0,0,0,0,0,0,0,0,144,139,
JO062130SL     ,FajaHebUsfCueJOIA U ,CUER/SILV ,JOIA,JOIA TRADING,3,52.91,158.73,0,0,0,0,0,0,0,0,0,0,144,139,
JO34053NV      ,FajaHebUsfElaJOIA U ,ELAS/AZUL ,JOIA,JOIA TRADING,11,99.22,"1,091.42",0,0,0,0,0,0,0,0,0,0,144,139,
JO7098BK       ,FajaHebUsfElaJOIA U ,ELAS/NEGR ,JOIA,JOIA TRADING,9,112.44,"1,011.96",0,0,0,0,0,0,0,0,0,0,144,139,
JT066RY        ,BlusClCasSmCESTT U  ,POLY/ROYA ,CEST,C EST TOI,4,153.64,614.56,0,0,0,0,0,0,0,0,0,0,149,25,
LCT171AQ       ,BlusTopClCaM34DIVA U,NYLO/DISE ,DIVA,DIVA USA,1,132.29,132.29,0,0,0,0,0,0,0,0,0,0,146,112,
LP1337HC1AQ    ,BoxeUsfNyloMAMIA U  ,NYLO/AQUA ,UNIO,UNION HOSIER,8,23.15,185.2,0,0,0,0,0,0,0,0,0,0,142,25,
LP1337HC1BK    ,BoxeUsfNyloMAMIA U  ,NYLO/NEGR ,UNIO,UNION HOSIER,2,23.15,46.3,0,0,0,0,0,0,0,0,0,0,142,83,
LP1337HC1DGY   ,BoxeUsfNyloMAMIA U  ,NYLO/GRIS ,UNIO,UNION HOSIER,4,23.15,92.6,0,0,0,0,0,0,0,0,0,0,142,122,
LP1337HC1PK    ,BoxeUsfNyloMAMIA U  ,NYLO/ROSA ,UNIO,UNION HOSIER,10,23.15,231.5,0,0,0,0,0,0,0,0,0,0,142,140,
LP1337HC1RY    ,BoxeUsfNyloMAMIA U  ,NYLO/ROYA ,UNIO,UNION HOSIER,9,23.15,208.35,0,0,0,0,0,0,0,0,0,0,142,140,
LP1337HC1WH    ,BoxeUsfNyloMAMIA U  ,NYLO/BLAN ,UNIO,UNION HOSIER,1,23.15,23.15,0,0,0,0,0,0,0,0,0,0,142,83,
LPO5255BBK     ,BoxeUsfNyloMAMIA U  ,NYLO/NEGR ,UNIO,UNION HOSIER,1,27.56,27.56,0,0,0,0,0,0,0,0,0,0,143,83,
LPO5255BPR     ,BoxeUsfNyloMAMIA U  ,NYLO/PURL ,UNIO,UNION HOSIER,10,27.56,275.6,0,0,0,0,0,0,0,0,0,0,143,61,
LPO5255BRD     ,BoxeUsfNyloMAMIA U  ,NYLO/ROJO ,UNIO,UNION HOSIER,8,27.56,220.48,0,0,0,0,0,0,0,0,0,0,143,55,
MS41752SL      ,CollaOvaMetaFASHI U ,META/SILV ,JOIA,JOIA TRADING,3,13.23,39.69,0,0,0,0,0,0,0,0,0,0,144,139,
NLC3497SLBK    ,CollaMetaSUPER U    ,META/SILV ,JOIA,JOIA TRADING,3,13.23,39.69,0,0,0,0,0,0,0,0,0,0,144,84,
NLC3497SLPR    ,CollaMetaSUPER U    ,META/SILV ,JOIA,JOIA TRADING,3,13.23,39.69,0,0,0,0,0,0,0,0,0,0,144,84,
NLC3558BKGD    ,CollaDiseMetaSUPER U,META/ELEF ,JOIA,JOIA TRADING,1,13.23,13.23,0,0,0,0,0,0,0,0,0,0,144,135,
NLC3558RDGD    ,CollaDiseMetaSUPER U,META/ELEF ,JOIA,JOIA TRADING,1,13.23,13.23,0,0,0,0,0,0,0,0,0,0,144,135,
NO5GD          ,FajaOvaMetaFASHI U  ,META/DORA ,JOIA,JOIA TRADING,1,105.83,105.83,0,0,0,0,0,0,0,0,0,0,144,54,
QT2144RD       ,BlusCvCasM34ZENAN U ,RAYO/ROJO ,ZENA,ZENANA,6,158.74,952.44,0,0,0,0,0,0,0,0,0,0,143,49,
S9664IV        ,FaldFodFjaPanKARAG U,POLY/GEOM ,KARA,KARA GIRL,1,274.96,274.96,0,0,0,0,0,0,0,0,0,0,211,76,
S9664NV        ,FaldForFjaPanKARAG U,POLY/GEOM ,KARA,KARA GIRL,3,274.96,824.88,0,0,0,0,0,0,0,0,0,0,211,50,
SA101MLBL      ,ShorCiBotPdeSAGA U  ,ALGD/PREL ,KATE,KATE COLLECT,2,171.97,343.94,0,0,0,0,0,0,0,0,0,0,145,54,
SH1483BK       ,FajaHebUsfCueJOIA U ,CUER/NEGR ,JOIA,JOIA TRADING,6,79.37,476.22,0,0,0,0,0,0,0,0,0,0,144,139,
SJ1442NVBGBL   ,BlusClCasSmMINE U   ,POLY/FLOR ,MINE,MINE EDGE,0,252.8,0,0,0,0,0,0,0,0,0,0,0,147,66,
SW485BBK       ,SuetCvBotMlCIELO U  ,VISC/NEGR ,CIEL,CIELO,-1,158.74,-158.74,0,0,0,0,0,0,0,0,0,0,148,51,
T1135OFWH      ,BlusClCasM34ACTIV U ,RAYO/BLAN ,ACTI,ACTIVE USA,2,185.2,370.4,0,0,0,0,0,0,0,0,0,0,148,25,
T1322WH        ,BlusClUsfMcSUGAR U  ,RAYO/BLAN ,ACTI,ACTIVE USA,2,138.9,277.8,0,0,0,0,0,0,0,0,0,0,148,126,
T1435NV        ,BlusCvUsfM34ACTIV U ,POLY/AZUL ,ACTI,ACTIVE USA,0,165.36,0,0,0,0,0,0,0,0,0,0,0,148,122,
T1514NV        ,BlusCvBotM34ACTIV U ,RAYO/AZUL ,ACTI,ACTIVE USA,2,185.2,370.4,0,0,0,0,0,0,0,0,0,0,148,50,
T1514WH        ,BlusCvBotM34ACTIV U ,RAYO/BLAN ,ACTI,ACTIVE USA,4,185.2,740.8,0,0,0,0,0,0,0,0,0,0,148,25,
T3970BBKWH     ,BlusCvCasMmKLAXO U  ,VISC/RAYA ,KLAX,KLAXONS,9,257.96,"2,321.64",0,0,0,0,0,0,0,0,0,0,146,55,
T4046OFWH      ,BlusCvCasMcCELIN U  ,POLY/BLAN ,CELI,CELINE BY,1,209.21,209.21,0,0,0,0,0,0,0,0,0,0,212,130,
T4046RY        ,BlusCvCasMcCELIN U  ,POLY/ROYA ,CELI,CELINE BY,1,209.21,209.21,0,0,0,0,0,0,0,0,0,0,446,50,
T4333NV        ,BlusClCasM3/4CELIN U,POLY/BORD ,CELI,CELINE BY,3,185.3,555.9,0,0,0,0,0,0,0,0,0,0,212,25,
T4365TLBK      ,BlusClCollMcKLAXO U ,POLY/BORD ,CELI,CELINE BY,2,233.12,466.24,0,0,0,0,0,0,0,0,0,0,212,133,
T4417BWHBK     ,BlazeCvBotMlKLAXO U ,POLY/RAYA ,KLAX,KLAXONS,2,284.42,568.84,0,0,0,0,0,0,0,0,0,0,146,83,
T4470NVPK      ,BlusCvCasMlKLAXO U  ,POLY/FLOR ,KLAX,KLAXONS,1,231.5,231.5,0,0,0,0,0,0,0,0,0,0,146,144,
T4481BG        ,BlusClCasMmKLAXO U  ,POLY/VINO ,KLAX,KLAXONS,1,231.5,231.5,0,0,0,0,0,0,0,0,0,0,146,59,
T8898NV        ,BlusClCasM34KATE U  ,POLY/AZUL ,KATE,KATE COLLECT,1,205.04,205.04,0,0,0,0,0,0,0,0,0,0,145,48,
T8898RD        ,BlusClCasM34KATE U  ,POLY/ROJO ,KATE,KATE COLLECT,1,205.04,205.04,0,0,0,0,0,0,0,0,0,0,145,93,
T9125MZ        ,BlusClcaUsfSmACTIV U,RAYO/MOST ,ACTI,ACTIVE USA,1,105.83,105.83,0,0,0,0,0,0,0,0,0,0,148,105,
TA8653WHBK     ,BlusCvCasM34MINE U  ,POLY/RAYA ,MINE,MINE EDGE,1,175.02,175.02,0,0,0,0,0,0,0,0,0,0,147,79,
TA8705NV       ,BlusClCasSmMINE U   ,POLY/AZUL ,MINE,MINE EDGE,1,149.09,149.09,0,0,0,0,0,0,0,0,0,0,147,144,
WJ778DK        ,JumpCorCcaM34CESTT U,ALGD/DARK ,CEST,C EST TOI,18,366.98,"6,605.64",0,0,0,0,0,0,0,0,0,0,149,24,
WO2575MDAC     ,JumpLargCtPreJC&JQ U,ALGD/ROTO ,JC&J,JC&JQ,2,317.49,634.98,0,0,0,0,0,0,0,0,0,0,148,109,
NLC3497GDRY    ,CollaMetaSUPER U    ,META/DORA ,JOIA,JOIA TRADING,0,13.23,0,0,1,0.01,59.99,599900,-13.22,-132200,24,-2398,100,144,139,
MN4299GD       ,CollaDiseMetaMUSE U ,META/DORA ,JOIA,JOIA TRADING,31,13.23,410.13,6.6,2,0.02,119.98,599900,-26.44,-132200,0.8,-75,6.1,144,139,
58073WH        ,BlumUsfNyloBASIC U  ,NYLO/BLAN ,UNIO,UNION HOSIER,0,35.28,0,0,1,0.02,191.28,956400,-35.26,-176300,24,-2399,100,142,122,
84356FC        ,BlumUsfPolyBIJOU U  ,POLY/FUCH ,UNIO,UNION HOSIER,7,35.28,246.96,3,1,0.02,191.28,956400,-35.26,-176300,1.6,-160,12.5,142,140,
84356IV        ,BlumUsfPolyBIJOU U  ,POLY/IVOR ,UNIO,UNION HOSIER,1,35.28,35.28,0.4,1,0.02,191.28,956400,-35.26,-176300,8,-800,50,142,140,
84356SLM       ,BlumUsfPolyBIJOU U  ,POLY/SALM ,UNIO,UNION HOSIER,5,35.28,176.4,2.1,1,0.02,191.28,956400,-35.26,-176300,2.2,-218,16.7,142,140,
84096BPR       ,BlumUsfPolyaBIJOU U ,POLY/MORA ,KORU,KORUS SALES,2,39.69,79.38,0.9,1,0.02,191.28,956400,-39.67,-198350,4.8,-480,33.3,278,25,
84356RYBL      ,BlumUsfPolyBIJOU U  ,POLY/ROYA ,KORU,KORUS SALES,4,39.69,158.76,1.7,1,0.02,191.28,956400,-39.67,-198350,2.7,-267,20,144,25,
BR4043N1WH     ,BraziUsfPolyMAMIA U ,POLY/BLAN ,KORU,KORUS SALES,12,41.89,502.68,5.1,1,0.03,303.45,1011500,-41.86,-139533.3,1,-96,7.7,144,73,
BR4069PNOCL    ,BraziUsfPolyMAMIA U ,POLY/CORA ,KORU,KORUS SALES,14,41.89,586.46,6,1,0.03,303.45,1011500,-41.86,-139533.3,0.8,-83,6.7,144,85,
99925NV        ,BraziUsfNyloLACY U  ,NYLO/AZUL ,UNIO,UNION HOSIER,1,48.51,48.51,0.4,1,0.03,312.14,1040466.7,-48.48,-161600,8,-800,50,143,140,
89095BK        ,BraziEstaPolyKORUS U,POLY/NEGR ,KORU,KORUS SALES,13,66.14,859.82,5.6,1,0.03,312.14,1040466.7,-66.11,-220366.7,0.9,-89,7.1,143,15,
89095GYPK      ,BraziEstaPolyKORUS U,POLY/GRIS ,KORU,KORUS SALES,7,66.14,462.98,3,1,0.03,312.14,1040466.7,-66.11,-220366.7,1.6,-160,12.5,143,139,
BR4043N1PR     ,BraziUsfPolyMAMIA U ,POLY/MORA ,KORU,KORUS SALES,19,41.89,795.91,4.1,2,0.06,606.9,1011500,-83.72,-139533.3,1.2,-120,9.5,144,12,
1315TPBKWH     ,BlusClCasMcRENEE U  ,POLY/DISE ,SOCO,"SO COOL, INC",3,185.23,555.69,0.4,3,450,"1,050.00",233.3,-105.69,-23.5,8,-152,50,145,93,
LMF7023ASSTBK  ,MoldeUsfNyloKALIY U ,NYLO/NEGR ,KORU,KORUS SALES,4,66.14,264.56,0.9,2,0.02,518.24,2591200,-132.26,-661300,4.8,-480,33.3,278,52,
BA3202WH       ,BlusClCasMcBLUPE U  ,POLY/BLAN ,MINE,MINE EDGE,5,200.94,"1,004.70",0,0,-155.22,155.22,-100,-155.22,100,0,-185,0,147,112,
24002NRSV      ,BraziUsfPolyALWAY U ,POLY/ROSA ,KORU,KORUS SALES,18,92.6,"1,666.80",1.5,5,303.6,"1,213.80",399.8,-159.4,-52.5,2.9,-101,21.7,144,25,
24002WWH       ,BraziUsfPolyALWAY U ,POLY/BLAN ,KORU,KORUS SALES,53,92.6,"4,907.80",4.5,5,303.6,"1,213.80",399.8,-159.4,-52.5,1.1,-37,8.6,144,15,
B02MT          ,VestCacClSmCATWA U  ,POLY/DISE ,CATW,CATWALK,15,277.8,"4,167.00",0,0,-215.22,215.22,-100,-215.22,100,0,-62,0,147,55,
